id,source,language,task1,task2,clean_text
3667,twitter,es,1,stereotyping-dominance,pobre con tanta mujer al volante va se sienta junto una rotonda
3668,twitter,es,0,non-sexist,cmo amo las mujeres que hermosas que son las mujeres me encantan las mujeres son preciosas las mujeres gracias por existir mujeres soy trola por ustedes mujeres las mujeres son lo lindo que hay dios qu bellas las mujeres me encantan mujeres sepan que las amo
3669,twitter,es,0,non-sexist,esque de tantas parejas que revelado me sorprende que no le caigan fuertes demandas por violar la privacidad de los idols nose como sigue funcionando esa empresa
3670,twitter,es,0,non-sexist,salariorosa cadia da son mas las mujeres beneficias que da da sacan su familia adelante
3671,twitter,es,1,misogyny-non-sexual-violence,tanto vas mirar gorda lechn
3672,twitter,es,0,non-sexist,kokichi se le subi la fama kokichicanceled
3673,twitter,es,0,non-sexist,por favor hagan stream estamos muy cerca de perder el puesto nmero del mas visto del por las chicas
3674,twitter,es,0,non-sexist,se lo merece todo
3675,twitter,es,0,non-sexist,la chica
3676,twitter,es,0,non-sexist,esta mujer es buena tipa
3677,twitter,es,0,non-sexist,aborto no es reponsabilidad exclusiva de la mujer la culpa se comparte mitad mujeres mitad hombres el feto es espermatozoide ovulo no lo olviden si lo hacen sean responsables tomen las pastillas usen condon para evitar llamar su hijo problema en el futuro
3678,twitter,es,0,non-sexist,de ninguna manera ninguna mujer debe aceptar que las agredan pero los supuestos defensores de mujeres deberan serlo siempre no solo con algunas que defensores de mujeres son defensores de una ideologa
3679,twitter,es,0,non-sexist,paki reprimida
3680,twitter,es,0,non-sexist,sra corrupta le recomiendo no perder su tiempo vaya realizarle otra entrevista sagastegui dgale que aunque est encargado de la presidencia tiene la responsabilidad de conducir al pas que el no es su mam donde acude cada vez que el congreso decide fregar
3681,twitter,es,1,ideological-inequality,si ud quiere cortese un brazo una pierna la cabezacorte sus trompas de falopioquines estn esclavizadas solo usa falacias mentirassupuestamente defiende las mujeres pero promueve su muerte desde el vientre materno tambin de varones promueve el odio
3682,twitter,es,0,non-sexist,para fascistas el chepas su camarilla que estn todo el da escupiendo odio por la boca llamando romper mobiliario urbano deseando azotar mujeres hasta sangrar salir la calle cazar gente que no piensa igual si eso no es fascismo el fascismo no existe
3683,twitter,es,1,ideological-inequality,ver cuntos se tardan las feminazis en venir fregar con su cantaleta de por debemos mtarlos bientre avorto legal gratis ser ley
3684,twitter,es,1,stereotyping-dominance,yo creo que mi madre en verdad es una bollera reprimida algo si no no me lo explico
3685,twitter,es,0,non-sexist,como combatir los embarazos no deseados ya se vasectoma para los hombres aunque no lo quieran
3686,twitter,es,0,non-sexist,la lucha de clases se subroga en la lucha de castas que no se diga que no se ha avisadola ciudadana en igualdad de derechos sale tan rpido como entr justo para deslegitimar reivindicaciones descargar malas conciencias la sustituye la igualdad de derechos entre iguales
3687,twitter,es,0,non-sexist,como le van hacer eso una nia porfavor ayuden denunciar es una nia man como carajs le vas hacer eso solo tiene aos aun ais no sea menor de edad es un delito porfavor compartan ayuden aunque ya es tarde intentemos hacer algo
3689,twitter,es,0,non-sexist,azhra pero que guarra eres me estaba vistiendo que tena el pijama an
3690,twitter,es,0,non-sexist,objetivo del diseo fue transformar un espacio histrico oscuro en un ambiente luminoso clido que fomente el empoderamiento de las mujeres establezca una base slida para el futuro
3691,twitter,es,1,ideological-inequality,le mand esa foto flor no me la est poniendo en fin as son las feministas
3692,twitter,es,0,non-sexist,fea tu cuenta borrala
3693,twitter,es,0,non-sexist,hecho de como su vida inspira muchas personas por toda constancia que tuvo para lograr sus metas adems ella habla tantos idiomas se aprende las cosas muy rpido literal es tan inteligente es fcil admirar una mujer as
3694,twitter,es,0,non-sexist,ests tonto que te pasa paleto si que eres piensa lo que te de la gana pero no insultes ten respeto digo la verdad no era una ofensa la mujer es un dicho chaval lo que pasa que si tienes pinta de paleto infrmate mejor anda que no soy el primero que dice ese dicho
3695,twitter,es,0,non-sexist,jajajajajapariguayo opticotu no eres dominicano tu un mierdosolos que nos sentimos hombres dominicanos de verdadrechazamos que se siga maltratando nuestras mujeres domimicanasno
3696,twitter,es,0,non-sexist,no le queda una soldano la puta madre
3697,twitter,es,1,ideological-inequality,de menores de mujeres que no tienen suficiente dinero no estn preparadas psicolgicamente para tener un bebe no le veo problema pero ahora si cualquier mujer puede abortar lo veo mal ademas de asesinar un bebe para colmo para que despues vengan diciendo sigo
3698,twitter,es,1,ideological-inequality,pero ese feminismo no tiene nada que ver con el hembrismo actual el movimiento actual es totalmente adocttrinado marxista socialista
3699,twitter,es,1,misogyny-non-sexual-violence,que le den el puro pescuezo del ganso doa lili haber si as se consuela ella misma ya que su marido es muy precoz ho muy pendejo para calmarle las calenturas doa frgida tellez
3700,twitter,es,0,non-sexist,baarse desnudo con ellos este ejemplar me cont lo contrario que este humano se dej sodomizar por todo el grupo de cetceos de ah el besito de despedida
3701,twitter,es,1,misogyny-non-sexual-violence,que ha pasao con la chica esa rara de tiktok que no recuerdo como se llama la rubia tonta que se cree graciosa
3703,twitter,es,0,non-sexist,espaa no todos los espaoles tienen acceso al agua que necesitan es un problema que exige una respuesta coordinada firme frente la divisin el enfrentamiento entre territorios que promueve el gobierno central agua es desarrollo crecimiento igualdad justicia
3704,twitter,es,0,non-sexist,calmadas seoritas que todas tienen su toque cada una de ustedes son necesarias para los objetivos que todos deberamos seguir no nos tomemos las cosas tan pecho abrazos
3705,twitter,es,0,non-sexist,vivo en la zona del eifel mi experiencia ha sido otra mi empresa se protest discuti por todas las medidas anti covid que yo propuse la gente me pareci muy egosta niata las mascarillas cuando solo eran voluntarias solo las llevaba servidora
3706,twitter,es,1,misogyny-non-sexual-violence,cocodrila es la nica lagartona sos vos
3707,twitter,es,0,non-sexist,prohibidoolvidar quien gobernado esto sals usando el traidores es lasso no dejarse engaar las leyes fueron apoyadas aprobadas con votos de su partido poltico mantuvo una estrecha amistad con romo hoy destituida elpeorpresidentedelahistoria es lassoesmoreno
3708,twitter,es,0,non-sexist,ser histrico golpe la democracia en la mayor poca de censura en las redes sociales la libertad de expresin se hace estrecha
3709,twitter,es,0,non-sexist,los hombres son los que piratera consumen siendo ropa tenis cargadores de celular los productos asiduos
3710,twitter,es,1,ideological-inequality,tal cual pues el machismo no es slo de los hombres hay muchas mujeres asnunca entend porque no pueden respetar la igualdadtal vez exista miedo de saber que los hombres son inferiores en muchos aspectos
3711,twitter,es,1,ideological-inequality,envidia por favor mrate das pena recuerda yo tengo lo que quieres tener
3712,twitter,es,1,objectification,mateo son de izquierdas feminazi medio bollera prendo coma coche de romain grosjean ao entrar na iglesia
3713,twitter,es,0,non-sexist,ya lo hemos visto nio pareces una puta pelota billar pero tiene ver mi madre con est conversacin los familiares se respetan sepas le he carrileado en cada puto torneo hemos jugado
3714,twitter,es,0,non-sexist,hombre que huela rico es un hombre que no necesita labiay que no saben yo vendo perfumes baratitos bien bonitos comprenme perfumes
3715,twitter,es,0,non-sexist,tanta mscara de empoderamiento para pasar encima de los dems
3716,twitter,es,0,non-sexist,diga lo que diga una amiga de verdad hubiera dado la cara hubiese defendido pblicamente su amiga no hubiese escondido el culo cerrado el orto mientras le cargaban la carrera su mejor amiga est perfecto que miley diga que no fue buena amiga
3717,twitter,es,1,misogyny-non-sexual-violence,peromira zorra tu que me das bloq yo que te busco con otra acc te bajo la cuenta
3718,twitter,es,0,non-sexist,aqu con las seoritas tambin estaba pero no me saque foto con ella
3719,twitter,es,0,non-sexist,salvaje trailer oficial espaol inocente percance del da da se convertir rpidamente en pesadilla cuando una mujer toca el claxon en el momento equivocado al tipo equivocado ira al volante es una expresin que se queda corta para
3720,twitter,es,0,non-sexist,casi siempre que tienes que aclarar que no haces dao nadie queda una sensaciom rara en el ambiente sea yo se que siendo como soy hago dao gente quien piensa por ejemplo que las mujeres somos una minora pero es un dao que hay que asumir noes como
3721,twitter,es,0,non-sexist,bueno al fin voy decir lo que pienso de la serie es que es mucho mejor de lo que pensaba que iba ser principio me costo mucho engancharme porque tena en la cabeza la crtica de gloria steinem pero me gust mucho las diferentes perspectivas sobre el feminismo
3722,twitter,es,0,non-sexist,tribunal concluye que existe prueba de cargo suficiente para desvirtuar la presuncin de inocencia de los acusados lamanada jan
3723,twitter,es,0,non-sexist,si hay hombres que no pueden mascar chicles cruzar la calle al mismo tiempo las mujeres mientras ya han hecho diez cosastenemos que dejar de pensar que nuestro ombligo es la realidad del universo bajarnos los hombres de nuestra montaa de privilegios tomar aire
3724,twitter,es,0,non-sexist,estrecha relacin
3725,twitter,es,1,ideological-inequality,seguidlo diciendo hasta que te lo creas entonces que nadie te convenza de lo contrario feminazi
3726,twitter,es,1,misogyny-non-sexual-violence,eres de sus zorras que salen en biquini por que los hombres son la perrada
3727,twitter,es,1,ideological-inequality,que usen el trmino feminazi
3728,twitter,es,1,objectification,buena ella es excelente caster su falda es muy corta convierte los enemigos en marranos god civ
3729,twitter,es,0,non-sexist,dios no que lo vas sodomizar
3730,twitter,es,1,ideological-inequality,pues si pero si educas las goril se acaba el movimiento hembrismo
3731,twitter,es,0,non-sexist,casoendmico las posibilidades de acceso la justicia para la vctima se escurren entre las grietas de un sistema corrompido por los mximos exponentes del patriarcado insular querida nia desde la sororidad de las mujeres isleas te abrazamos protegemos porque yositecreo
3732,twitter,es,1,misogyny-non-sexual-violence,yo te lo digo todos los das puta guarra
3733,twitter,es,0,non-sexist,para eso es que les permite entrar migracin colombia la escoria que manda maduro es aceptada por el gobiernoson poqusimos los que realmente vienen trabajar aunque aqu ya no hay trabajo ni para colombianos la tal plandemia acab la economa empleos
3734,twitter,es,0,non-sexist,no nos resulta fcil someternos la palabra de otro sobre todo cuando ese otro nos da razones suficientes de justicia de fraternidad entre todos los hombres mujeres tenemos nuestro propio cdigo de valores para perderlo ahora por doctrinas que otro se empea en ensear
3735,twitter,es,1,misogyny-non-sexual-violence,dios recin sal diganmen suerte putas
3736,twitter,es,0,non-sexist,esto lo puse cuando conoci marc en el salon me parto la polla
3737,twitter,es,1,stereotyping-dominance,los providaproarmaspromuerte entienden la feminidad ideal precisamente desde la feminidad sin derechos la mujer ideal es la que administra la casa sumisa siempre mientras el macho hace poltica
3738,twitter,es,0,non-sexist,yo no necesito un hombre yo soy lo que un hombre necesita
3739,twitter,es,1,stereotyping-dominance,si ella no se sabe mi dnisacando hasta topicos machistas inventadospor esa regla de tres tendras que explicar eso de mujer al volante peligro constante
